number_of_occurence, full_citation
1,Sdhp.74
1,Sdhf.512
1,Vv-a.306
1,Sdhp.516
1,AN.v.236
1,Vv.33#5
1,Pts.ii.70
1,Dhs-a.25
1,Thag.1014
1,Vin.ii.309
1,Thag.826
1,AN.i.iii.178
1,DN.ii.203
1,Ja.iv.227
1,Ja.iii.506
1,Mvu.iii.398
1,MN.i.209
1,Ja.iii.502
1,Mil.98
1,Sn.14
1,Pts.i.70
1,Pts.ii.94
1,Kv.405
1,Dpvs.i.42
1,Thig.172
1,Thig.180
1,Thag-a.162
1,Thag.963
1,Lal.34
1,Dhs.1350
1,DN.ii.53
1,DN.ii.54
1,Sdhp.580
1,AN.v.28
1,Vin.v.170
1,Vin.v.186
1,Vin.v.202
1,Dpvs.v.52
1,Avs.i.187
1,Avs.i.243
1,Mvu.i.339
1,Mnd.197
1,Dhp-a.iv.174
1,Sdhp.443
1,Mil.427
1,Thig.522
1,Thag-a.296
1,Dhp-a.ii.263
1,SN.iv.368
1,Jtm.vi.21
1,MN.i.531
1,Thag.195
1,AN.iv.132
1,Thig.59
1,Avs.i.314
1,Divy.161
1,Dhp-a.iii.416
1,Dpvs.v.80
1,Vin.iii.31
1,Dhs.871
1,Vv.81#28
1,MN.ii.57
1,Divy.94
1,Dhp-a.iii.431
1,Pv.iv.3#22
1,Cnd.58
1,Snp-a.603
1,Vin.iv.234
1,Vv.5#12
1,Vin.i.108
1,Thag-a.6
1,Thag.63
1,Ja.iv.465
1,Dhp-a.i.287
1,Cp.iii.11#7
1,Sn.ii.198
1,AN.v.277
1,Dhs.1014
1,Kv.156
1,Pv.ii.7
1,Mvu.i.198
1,Vv.5#10
1,Thag.40
1,Vin.i.264
1,Dpvs.vi.29
1,Ja.v.236
1,AN.v.296
1,Cnd.60
1,Cnd.61
1,DN.i.30
1,AN.iv.112
1,MN.i.535
1,Lal.312
1,Lal.323
1,Kv.472
1,Vv.10#1
1,Ja.iv.179
1,Dhp-a.iii.432
1,Cnd.62
1,Vin.iv.178
1,Cnd.66
1,AN.ii.88
1,Mnd.50
1,AN.i.169
1,Vin.213
1,MN.ii.30
1,Pv.ii.9#39
1,Kp-a.232
1,Vv.83#31
1,Dhs.660
1,Dhs.756
1,Dhs.1090
1,Dhs.1443
1,Divy.654</span>]
1,Divy.655
1,Mvu.i.104
1,Dhs.351
1,Dhs.508
1,SN.v.308
1,Pts.ii.126
1,Vb.49
1,Dhs.182
1,Dhs.1021
1,Dhs.1024
1,Dhs.1405
1,Lal.314
1,Lal.324
1,Mvu.ii.124
1,Jtm.31#69
1,Avs.ii.153
1,Divy.243
1,SN.ii.177
1,Thig.457
1,Lal.509
1,Divy.41
1,Avs.i.4
1,Avs.i.10
1,Cnd.73
1,Vin.iii.294
1,Vv.83#10
1,Kv.401
1,SN.ii.183
1,Thag.1035
1,Kv.576
1,Vin.i.327
1,Thag.652
1,Dhp-a.i.146
1,Vv.44#9
1,Pgdp.101
1,Mnd.558
1,Cp.i.6#3
1,DN.iii.19
1,Vv-a.283
1,Jtm.p.221
1,Cnd.76
1,Snp.p.24
1,Vv.9#1
1,Cp.iii.10#8
1,Vv.29#3
1,SN.v.176
1,SN.v.299
1,Cnd.78#a
1,Cnd.78#b
1,Dhp-a.iv.101
1,SN.V.175
1,SN.V.298
1,AN.iv.421
1,SN.v.290
1,Pts.ii.156
1,Mhvs.xix.20
1,Kv.109
1,Thag.25
1,Nd.64
1,Pgdp.98
1,Bv.iv.1
1,DN.i.158
1,Cnd.82
1,Mvu.iii.332</span>]
1,Vin.iii.337
1,Avs.iii.12
1,Avs.iii.60
1,Divy.125
1,AN.v.121
1,Thig.84
1,Cnd.83
1,Mvu.i.272
1,Jtm.32
1,Pts.i.30
1,Pts.i.75
1,Mnd.309
1,Thag.435
1,Avs.i.367
1,Avs.i.370
1,Thig.257
1,Avs.ii.3
1,Pts.i.190
1,Avs.12
1,Divy.85
1,Divy.389
1,SN.i.246
1,SN.i.249
1,AN.iv.348
1,SN.iv.77
1,Thag.613
1,Thag.91
1,Jtm.211
1,Thag.1122
1,Mvu.iii.259
1,Cnd.86
1,AN.iv.50
1,Bv.ii.90
1,Thag.259
1,Mvu.ii.289
1,Vv.64#24
1,Vv.81#12
1,Pts.ii.82
1,Pts.ii.216
1,Vv.60#4
1,DN-a.i.20
1,MN.ii.225
1,Thag.985
1,Cp.iii.10#6
1,Bv.x.5
1,Vv-a.272
1,SN.v.449
1,Sdhp.566
1,Cnd.89
1,Thag.118
1,Thag.785
1,AN.vi.245
1,Mvu.ii.276
1,Sdhp.525
1,Thig.20
1,Pts.ii.215
1,Dpvs.i.31
1,SN.iii.260
1,Divy.200
1,AN.iv.384
1,Kv.321
1,DN.i.32
1,AN.iv.104
1,Pv.iii.5#10
1,Sdhp.556
1,Ja.vi.377
1,Vv.81#18
1,MN.i.224
1,SN.v.300
1,Thag.637
1,Thig.146
1,Thag-a.138
1,Dhp-a.iii.477
1,Pgdp.97
1,Sdhp.209
1,Thag.748
1,Thig.222
1,Thag.336
1,MN.ii.248
1,Vin.i.385
1,Dhp-a.ii.110
1,Mvu.ii.426
1,Mvu.iii.264
1,Pv.i.84
1,Vv.56#7
1,Ja.v.70</span>]
1,SN.iv.116
1,Ne.55
1,Ne.176
1,Avs.ii.131
1,Mvu.i.165
1,Mvu.ii.292
1,SN.iii.21
1,SN.iii.68
1,SN.iv.383
1,SN.v.72
1,SN.iii.74
1,AN.iii.217
1,SN.v.302
1,AN.iv.369
1,AN.iv.371
1,SN.iv.393
1,Pts.ii.203
1,DN-a.194
1,SN.iv.222
1,SN.iv.255
1,SN.iv.435
1,SN.iv.467
1,Pts.ii.212
1,Dhs-a.353
1,Dpvs.v.92
1,DN-a.ii.34
1,MN.iii.228
1,Dpvs.i.56
1,Vin.iii.204
1,Vin.iii.264
1,Vin.iv.166
1,Vin.iv.244
1,Dhp-a.i.1
1,Sdhp.480
1,Dhs.1285
1,MN.ii.69
1,Thag.252
1,Lal.309
1,Lal.509</span>]
1,Dhp-a.iii.442
1,Cnd.98
1,Snp-a.118
1,Mvu.iii.144
1,Mvu.i.311
1,Mvu.iii.127</span>.]
1,Mvu.i.29
1,Mvu.i.213
1,Mvu.ii.412
1,Kv.142
1,Kvu-a.38
1,Dhs-a.387
1,Dhp-a.284
1,Dhp-a.319
1,Pts.ii.170
1,Cp.iii.9#10
1,Ja.iv.428
1,Vin.iv.181
1,Dpvs.i.21
1,MN.i.569
1,Dhs.363
1,Dhs.553
1,Dpvs.iv.45
1,Dpvs.ix.13
1,MN.ii.246
1,Dpvs.ii.5
1,SN.iv.212
1,Dhs.1100
1,Dhs.1109
1,MN.i.54
1,Thig.75
1,Dhs.504
1,Cnd.101
1,Dhs.287
1,Ja.vi.568
1,Mnd.18
1,Mnd.347
1,Pgdp.5
1,Dhs.36
1,Vism.68
1,MN.i.ai4
1,Dhp-a.iv.173
1,Thag.372
1,Dhp-a.iii.401
1,Cnd.106
1,iii.111
1,iii.140
1,iii.263
1,Thag.994
1,Dhs.1351
1,Thag.536
1,Dhs.152
1,Divy.561
1,Dhp-a.i.114
1,Dhp-a.iii.382
1,Divy.15
1,Thag.38
1,Cnd.111
1,Sdhp.368
1,Dhp-a.i.264
1,Divy.23
1,Divy.226
1,Cnd.113
1,Divy.511</span>]
1,Ja.i.566
1,Pp-a.207
1,Jtm.31#56
1,Avs.i.175
1,Avs.ii.223
1,Pts.i.139
1,Cp.i.10#17
1,Dhp-a.i.318
1,Thag.905
1,Vin.iv.111
1,Avs.139
1,Avs.144
1,Jtm.31#16
1,Vv.84#50
1,Tha-ap.132
1,Ja.iii.450
1,Divy.497
1,Thag.879
1,Thag.1030
1,Vin.iv.219
1,Ja.iv.542
1,Vism.613
1,Dhs-a.325
1,Sdhp.464
1,MN.iii.27
1,Dhs.205
1,Dhs.1418
1,Cnd.672
1,Bv.i.29
1,Cnd.115
1,MN.i.165
1,Divy.117
1,Mhvs.xiv.28
1,Ud.25
1,Avs.v.22
1,Kp.viii.14
1,Divy.405
1,Mvu.i.313
1,aN.i.283
1,aN.i.295
1,Vin.v.122
1,AN.v.80
1,Snp-a.10
1,Mvu.i.79
1,Avs.ii.129
1,Thag.711
1,Pv.iv.1#53
1,Dhs.1013
1,Dhs.1397
1,Kv.357
1,Pv.iv.3#23
1,AN.iii.155
1,Vism.i.8
1,Cnd.119
1,SN.iv.419
1,Vv.41#1
1,Cnd.120
1,Sdhp.354
1,Sdhp.576
1,Snp-a.243
1,Dhp.i.39
1,Vin.i.205.
1,Dpvs.xiv.14
1,Dpvs.i.57
1,MN.iii.210
1,Cnd.122
1,Dhp-a.i.120
1,Divy.618
1,MN.i.567
1,Mnd.69
1,Dhp.198
1,Jtm.31#70
1,Sdhp.2
1,Vv.51#23
1,Ja.iv.354
1,AN.v.137
1,Divy.544</span>]
1,MN.iii.192
1,Cnd.125
1,Cnd.125#b
1,Vv.42#5
1,Sdhp.599
1,Pp-a.248
1,Mnd.67
1,Thig.311
1,MN.iii.208
1,Cnd.127
1,Thag.485
1,Dhp-a.16
1,Mvu.iii.297
1,Cp.i.4#3
1,Jtm.31#18
1,MN.i.204
1,SN.v.276
1,AN.ii.251
1,AN.ii.267
1,AN.ii.441
1,AN.vi.106
1,AN.vi.311
1,Kp-a.252
1,Thag.727
1,Mhvs.ii.224
1,Pts.ii.206
1,Ja.v.310
1,Thag.309
1,Snp-a.440
1,Pv-a.333
1,Dhs.1330
1,Sdhp.554
1,Vism.617
1,Thig.416
1,Vin.iv.165
1,Sdhp.372
1,Pp-a.236
1,Cnd.304#i.c.
1,Mnd.17
1,Vin.ii.351
1,DN-a.212
1,Thag.185
1,Pv.iii.5
1,DN-a.i.205
1,Mhvs.xi.11
1,Mvu.iii.214
1,Cnd.128
1,Vv.18#8
1,Ja.iii.329
1,Ja.vi.511
1,Dhs-a.302
1,Cp.iii.11#8
1,AN.iii.144
1,Vv.72#1
1,Snp-a.381
1,DN.ii.302
1,SN.iv.100
1,Vb.189
1,Vb.262
1,MN.iii.216
1,MN.iii.273
1,AN.iii.426
1,AN.v.321
1,Ne.194
1,Thag.292
1,Ja.iii.514
1,Vv.55#5
1,Dpvs.v.102
1,Thag.234
1,Ja.vi.35
1,Pts.i.32
1,Pts.ii.218
1,Vism.579
1,DN.iii.256
1,Pv.4.1
1,SN.iii.338
1,Netti.41
1,Ne.70
1,Cnd.132
1,Dhs.180
1,Dhs.1186
1,Divy.233
1,MN.i.472.
1,Dhs.1385
1,Vism.iii.326
1,Dhp-a.ii.167
1,Avs.i.9
1,Vv.84#48
1,AN.ii.131
1,Mvu.iii.314</span>]
1,AN.iv.59
1,Sdhp.567
1,Vin.iii.85
1,Tha-ap.237
1,AN.iv.318
1,Avs.i.173
1,Avs.i.341
1,Divy.481
1,Cp.ii.1#3
1,AN.iii.369
1,Mvu.377
1,Pts.ii.5
1,Sdhp.433
1,Divy.171
1,Ja.iii.494
1,Divy.438
1,Divy.378
1,Mnd.368
1,Cnd.133
1,Vv.22#11
1,Snp.182
1,Vin.v.203
1,Vv-a.150
1,Dhp-a.iii.97
1,Vin.iv.334
1,Kp-a.35
1,Avs.i.14
1,Avs.i.108
1,Vv.48#2
1,Divy.246
1,Vv.10#6
1,Dpvs.v.21
1,Dpvs.vi.38
1,SN.iii.307
1,Dhs.1235
1,Pv.iv.1#24
1,Pgdp.80
1,Snp-a.182
1,Kp-a.103
1,Avs.ii.161
1,AN.ii.414
1,Pts.i.117
1,MN.iii.277
1,AN.v.237
1,Vb.42
1,Thag-a.94
1,Pgdp.65
1,SN.iii.199
1,MN.iii.138
1,Sdhp.111
1,Thag.280
1,Ja.v.28
1,Vv.79#6
1,Cnd.136
1,Jtm.31#61
1,Kv.510
1,Nd.188
1,Nd.191
1,MN.iii.139
1,Sdhp.187
1,Thag.1156
1,Snp.747
1,SN.v.105
1,AN.v.55
1,Vin.i.381
1,Cnd.540#b
1,Vv-a.238
1,Kv.530
1,Vin.iv.297
1,DN.ii.10
1,v.40
1,v.42
1,Asl.363
1,Dhs-a.250
1,Pts.i.74
1,Pts.ii.125
1,Pts.ii.161
1,Vb.217
1,Snp.750
1,Cnd.140
1,Vism.167
1,Ja.v.239
1,Avs.i.61
1,Kp-a.147
1,Mvu.iii.348
1,Vv.84#1
1,Snp-a.457
1,Divy.317
1,Mvu.417
1,Dpvs.vi.42
1,Pts.ii.154
1,Pts.ii.164
1,Vin.31
1,Vin.209
1,Vin.240
1,DN.iii.</span>iii.67
1,SN.v.254
1,Mnd.40
1,Mnd.156
1,Cnd.146
1,Cnd.552#c
1,Thag.663
1,Dhp-a.ii.180
1,Divy.250
1,Avs.i.223
1,Vv.45#1
1,Dhs-a.119
1,Dhs.709
1,Dhs.717
1,Dhs.973
1,Snp-a.426
1,Vb.384
1,Vb.415
1,SN.v.207
1,SN.v.223
1,SN.v.235
1,AN.iv.225
1,Pts.ii.51
1,Kv.589
1,Ne.47
1,Pts.ii.30
1,Pts.ii.13
1,Pts.ii.132
1,Pts.ii.110
1,Ja.iv.27
1,Cnd.147
1,Cnd.148
1,Divy.485
1,Vin.iv.22
1,Thag.1240
1,Ud.18
1,Sdhp.418
1,Sdhp.583
1,Sdhp.422
1,Pv.ii.37
1,Vin.iv.124
1,Jtm.31#81
1,Sdhp.586
1,Vism.563
1,Dhs-a.70
1,Ja.iii.643
1,Pv.iii.9#4
1,Cnd.40#Ie
1,Ja.iv.485
1,Bv.i.52
1,Dhp-a.iv.223
1,Dhp.141</span>]
1,SN.i.315
1,Divy.453
1,Lal.340
1,Pp-a.240
1,DN-a.i.5
1,Dhp-a.i.136
1,Vin.ii.27
1,Vin.ii.298
1,Pv.iv.8
1,Snp-a.561
1,Mnd.175
1,Mvu.iii.373
1,Divy.589
1,Jtm.31#26
1,Mvu.iii.260
1,Mil.55
1,Divy.130
1,Dhp.115
1,Dhp.192
1,Dhs-a.41
1,Avs.iii.117
1,Divy.476
1,Pts.i.150
1,Pts.i.158
1,Dhs.1316
1,Vv.85#5
1,Mvu.ii.207
1,Tha-ap.14
1,Thig.19
1,Vin.iv.187
1,Ja.vi.138
1,AN.iv.467
1,Vin.iv.194.
1,Dpvs.ii.6
1,AN.ii.311
1,Mhvs.xii.53
1,Cnd.677
1,Asl.272
1,Dhp-a.327
1,Ja.iv.44
1,Cnd.317
1,Dhp-a.i.430
1,Thag.629
1,Ja.vi.96
1,Dhp-a.i.218
1,Jtm.31
1,Cp.iii.3#5
1,SN.ii.106</span>]
1,Avs.ii.151
1,Thag.110
1,Pv.iv.1#55
1,Pv.iv.5#8
1,Sdhp.322
1,Dhp.113
1,Thag.982
1,Divy.99
1,Mhvs.xix.29
1,Pp-a.223
1,Sdhp.442
1,Asl.169
1,Cnd.97#6
1,DN.ii.321
1,MN.ii.60
1,Kp-a.138
1,Cnd.617#1
1,Cnd.385#2
1,Dhs.427
1,Dhs.1159
1,Dhs.1426
1,AN.v.104
1,Ja.ii.574
1,Thag.756
1,AN.i.140
1,Dhs.263
1,MN.i.555
1,Kp.vii.7
1,Cnd.385#1
1,Cnd.639
1,Snp-a.186
1,Dhp-a.ii.133
1,Thag-a.88
1,DN-a.i.187
1,Jtm.31#42
1,DN.ii.250
1,Thag.583
1,Dhs.864
1,Vb.147
1,Vb.151
1,Kv.520
1,Kp-a.77
1,Bv.ii.43
1,Mnd.502
1,Ja.iv.357
1,Thag.943
1,Vin.i.120
1,Mvu.i.251
1,Avs.i.214
1,Avs.ii.85
1,Pts.ii.7
1,Divy.207</span>]
1,DN.ii.119
1,Dhp-a.iii.413
1,Pv.ii.98
1,Kp-a.239
1,Avs.i.211
1,Avs.i.240
1,Pv.iii.1#18
1,Thag.1058
1,Thag.1194
1,Mil.417
1,Ja.ii.534
1,Thag.335
1,Vin.iii.283
1,Dhp.i.28
1,Thag.1209
1,AN.iii.382
1,Mnd.27
1,Mnd.141
1,Thag.152
1,MN.i.107
1,Mvst.ii.444
1,Mhvs.117
1,Dhp.4
1,Divy.14
1,Divy.22</span>]
1,Dhp-a.iii.438
1,Mvu.ii.56
1,Thag.502
1,SN.iv.244
1,Thig.169
1,AN.iv.253
1,DN-a.i.29
1,Vin.iii.308
1,Ja.vi.470
1,Divy.530
1,Vb.296
1,Vb.171
1,Vb.299
1,Vin.iii.314
1,Divy.523
1,Snp-a.606
1,Cnd.p.54
1,Cnd.160
1,Jtm.31#95
1,Vism.582
1,Snp-a.329
1,Snp-a.558
1,Dpvs.vi.69
1,Jtm.31#63
1,Ja.iv.176
1,Pp-a.198
1,Cnd.159
1,Sdhp.386
1,Ja.ii.151
1,Thag.544
1,Thig.218
1,Pv.ii.2#10
1,Snp-a.130
1,Cnd.161
1,Thag.421
1,Dhp-a.iii.236
1,Divy.281</span>]
1,SN.i.455
1,Vv.52#6
1,Vv.68#4
1,SN.v.70
1,Pp-a.199
1,Dhp.i.301
1,Dhp.i.302
1,Cp.i.10#10
1,Thag.675
1,Mnd.322
1,Cnd.163
1,Mvu.iii.281
1,Dhs.960
1,Dhs.1210
1,Dhs-a.299
1,Pts.ii.46
1,Pts.ii.47
1,AN.v.111
1,Pts.ii.113
1,Vb.132
1,Thag.840
1,Avs.ii.168#2
1,DN.ii.35
1,Pts.ii.111
1,Dhs.1219
1,Dhs.1538
1,Vb.125
1,Divy.25
1,Divy.359
1,Divy.413
1,Divy.655</span>]
1,Mvu.i.69
1,Dhs.1211
1,Dhs.1534
1,Vb.433
1,Dhs.991
1,Dhs.1212
1,Dhs.1535
1,Vism.398
1,Cnd.164
1,Sdhp.385
1,AN.ii.181
1,Thag.360
1,MN.i.490
1,AN.v.287
1,Thag.239
1,Cnd.165
1,Dhp-a.i.381
1,Divy.6
1,Mnd.241
1,Thag.789
1,Mnd.63
1,Cnd.167
1,Ja.iv.312
1,Pv.iv.3#52
1,Vism.227
1,Mvu.ii.9
1,Ud.iii.2
1,Kp-a.234
1,Ja.v.300
1,Cnd.168
1,Avs.i.294
1,Vb.303
1,Dhs.1037
1,Divy.12
1,Thag.1053
1,Dhp-a.i.343
1,Vin.v.139
1,Sdhp.8
1,Ud.37
1,Lal.351
1,Pgdp.91
1,Divy.184
1,Vin.i.300
1,Vin.v.175
1,MN.iii.26
1,Dhp.i.218
1,Mhvs.32#34
1,Cnd.169
1,Snp-a.588
1,Ja.vi.426
1,Dhp-a.i.252
1,Vin.v.144
1,Vin.iii.27
1,Thag-a.357
1,Thig.410
1,Ja.iii.101
1,SN.iv.92
1,Ja.iv.197
1,Divy.596
1,Ud.22
1,Ja.ii.434
1,Cnd.170
1,Dhp-a.ii.120
1,Thag.402
1,Vv.33#21
1,Divy.240
1,Divy.469
1,Mnd.251
1,Divy.587
1,Divy.621
1,Vin.iii.286
1,Kv.467
1,Avs.ii.21
1,Divy.466
1,SN.i.384
1,SN.i.386
1,SN.i.387
1,Sdhp.535
1,Thag.424
1,Jtm.31#68
1,Divy.601
1,Kv.i.93
1,Ja.i.453
1,Vin.iii.284
1,Cnd.171
1,Thag.514
1,Vin.iii.227
1,Snp.780
1,Cnd.172#b
1,Jtm.31#70</span>]
1,Mnd.416
1,Cnd.304#iii.a.
1,Mvu.i.304
1,SN.iv.238
1,Mvu.iii.358
1,Thag.541
1,Snp.111
1,Snp.113
1,Mvu.iii.212
1,Snp-a.217
1,Snp.607
1,Pv-a.ii.71
1,Kp-a.254
1,Vv.79#12
1,Dhp-a.iii.318
1,Vv.55#6
1,Vv.37#3
1,Cnd.304#iii.b.
1,Cnd.680#ii.
1,Vv.42#4
1,SN.v.139
1,MN.ii.256
1,SN.iii.217
1,Vb.170
1,MN.ii.145
1,Mvu.iii.357
1,Divy.282
1,Jtm.31#92
1,Avs.i.280
1,Pp-a.227
1,MN.iii.249
1,MN.iii.119
1,Thig.145
1,DN.i.68
1,Jtm.30
1,Vin.iv.55
1,Thag.477
1,Thag-a.175
1,Thag.15
1,Dhs.1151
1,Vb.43
1,Vb.129
1,SN.ii.87
1,Ja.iii.385
1,Pp.75
1,Mvu.iii.53
1,Dhs.373
1,Sdhp.113
1,Cp.ii.4#8
1,Divy.160</span>]
1,Kv.103
1,Sdhp.182
1,MN.ii.50
1,SN.iii.206
1,Avs.ii.89
1,Divy.627
1,Divy.649
1,Vism.622
1,MN.ii.76
1,Ne.136
1,Mvu.ii.41
1,Vv.65#4
1,DN-a.1177
1,DN-a.298
1,Mvu.iii.178</span>]
1,Thag-a.216
1,Thag.39
1,an.6
1,Cnd.422
1,Pp.iii.303
1,Pp-a.244
1,Ja.i.492
1,Ja.v.474
1,Thig.166
1,Thig.445
1,Cnd.181
1,SN.iii.129
1,MN.iii.299
1,Dhs.675
1,Dhs.889
1,Kacc.390
1,Divy.254
1,Vin.iv.138
1,Cnd.183
1,MN.iii.201
1,AN.iv.391
1,Vin.iv.256
1,Ja.vi.411
1,Ja.v.52
1,AN-a.620
1,Mhvs.xi.14
1,Vv.54#6
1,Dhp-a.iii.299
1,Dhs-a.270
1,Vv.33#28
1,Vism.592
1,MN-a.21
1,Dhs.640
1,Dhs.728
1,Mvu.i.166
1,Thag.60
1,Mhvs.326
1,Mhvs.355
1,MN-a.97
1,SN-a.183
1,AN.iv.154
1,AN-a.689
1,DN.ii.149
1,Ud.60
1,Pgdp.106
1,Ja.iv.300
1,SN-a.283
1,Vv.21#9
1,Vv.69#9
1,Vin.ii.50
1,Bv.v.29
1,Ja.v.342
1,Avs.i.121
1,Avs.i.135
1,Mhvs.i.42
1,Pgdp.85
1,Dhs-a.78
1,Dhp-a.i.268
1,Dhp-a.ii.183
1,Dhp-a.iii.486
1,Thag.462
1,Pp-a.i.34
1,Thag.934
1,Vin.ii.233
1,AN-a.744
1,Thag.575
1,vin.ii.114
1,Dpvs.92
1,Vin.iii.22
1,SN-a.56
1,DhS.291
1,Mhvs.i.477
1,Dhs-a.300
1,MN.iii.242
1,Dpvs.28
1,Ja.iv.148
1,AN-a.445
1,Ja.iii.227
1,Cp.ii.2
1,Vin.v.15
1,Vin.v.88
1,Vin.v.218
1,Vin.i.266
1,Vin.v.179
1,Vin.v.61
1,Ja.vi.406
1,Thag.946
1,Ja.iv.193
1,Mhbv.137
1,DN-a.i.12
1,Pgdp.161
1,Bv.xiii.29
1,Kv.23
1,Vin.iv.172
1,Khus.105
1,Cp.ix.24
1,Dhs-a.340
1,Dhp-a.vi.178
1,DN.ii.328
1,MN.i.ii.201
1,Vism.664
1,AN.v.278
1,Ne.232
1,Ja.ii.242
1,Thag.725
1,Ja.iii.400
1,Mhbv.33
1,Sdhp.127
1,Dhs-a.383
1,MN.iii.165
1,Thig.482
1,Bv.24
1,Bv.27
1,Mhvs.106
1,Sdhp.524
1,Sdhp.497
1,AN.ii.229
1,Dhp-a.iii.154
1,Mil.58
1,Vin.iii.104
1,Vin.iii.220
1,Vin.iii.230
1,Dhp.i.8
1,Pv.ii.9#20
1,Ja.v.147
1,Ja.iii.136
1,Dhp.i.111
1,Kacc.136
1,Kacc.143
1,Kacc.277
1,DN-a.iii.140
1,Vism.385
1,Ja.iv.341
1,Cnd.191
1,Vin.i.358
1,Kacc.130
1,Vin.ii.234
1,Cnd.192
1,MN.iii.113
1,Snp.p.86
1,Ja.iii.424
1,Mhbv.61
1,Ud.40
1,Ja.ii.310
1,Vv.29#5
1,Pv-a.236
1,Kacc.335
1,Cp.iii.2#4
1,Ja.vi.442
1,Mhbv.169
1,Thag.1106
1,Bv.xxiii.23
1,Mhvs.116
1,Kacc.122
1,SN.i.245
1,Kvu.35
1,Kvu.211
1,SN-a.324
1,Ja.ii.294
1,Vv.83#12
1,Thag.602
1,DN.i.264
1,Ja.vi.143
1,Pgdp.74
1,Sdhp.315
1,Thig.219
1,Ja.vi.93
1,Thag.251
1,DN.ii.117
1,Mhvs.v.87
1,Dpvs.i.61
1,Vin.ii.206
1,Dpvs.i.59
1,Ja.vi.594
1,DN-a.i.344
1,DN-a.ii.182
1,Pv.iii.1#4
1,Thag.488
1,AN.iv.268
1,Ja.vi.184
1,DN.ii.325
1,DN.ii.189
1,Dhp-a.i.412
1,Vin.iii.191
1,Mhvs.212
1,Dhs.816
1,Vism.616
1,Kh.21
1,Vism.483
1,Dhp-a.iii.448
1,SN.iv.283
1,Ja.v.160
1,Kh.6
1,Ja.ii.337
1,Dpvs.xvii.51
1,Kacc.271
1,Thig.195
1,Ja.v.261
1,Pv.ii.91
1,Vism.332
1,Vism.334
1,Kp.v.6
1,Vin.v.220
1,Vin.i.333
1,Mhvs.174
1,Vv.75#4
1,Ja.iii.219
1,Vin.iii.176
1,Mhvs.207
1,Ja.iv.340
1,MN.iii.262
1,AN.ii.237
1,Vb.297
1,Pv.i.6#5
1,Kh.207
1,Pts.ii.78
1,Ne.182
1,Dhp-a.ii.262
1,Vv-a.1#27
1,Dhs-a.267
1,Dhs-a.268
1,Kv-a.156
1,Thig.275
1,Dhs-a.89
1,Vism.624
1,Dhp-a.i.150
1,Kvu-a.135
1,Kacc.166
1,Dhs-a.411
1,Kvu-a.101
1,AN.v.57
1,AN.v.54
1,AN-a.370
1,Dhs-a.85
1,AN-a.433
1,AN-a.556
1,Dhp.i.132
1,Dhs-a.313
1,Kvn.100
1,Dhp-a.iii.334
1,Dhs.47
1,Dhs.641
1,Dhs.730
1,Dhs-a.136
1,Kp.v.5
1,AN.iv.269
1,Mhvs.vi.16
1,Kh.136
1,Pv.iv.81
1,Pv.iv.161
1,AN.iii.572
1,AN.vi.54
1,AN.vi.192
1,DN.i.64
1,Khus.114
1,Mhvs.255
1,Mhvs.256
1,Cnd.262#b
1,Dhp-a.iii.487
1,Mhvs.xii.9
1,Ja.iii.92
1,Kacc.157
1,Kacc.4
1,Vin.i.154
1,Avs.i.371
1,Mhbv.143
1,Vb.280
1,Dhs.1258
1,Mhbv.85
1,Cp.ix.54
1,Ja.vi.466
1,Sdhp.570
1,Sdhp.112
1,Mhvs.130
1,Mhbv.7
1,Divy.218
1,Mvu.i.30
1,Snp.p.1062
1,Pv.iv.1#39
1,Vv.33#192
1,Ja.vi.288
1,Dhp-a.i.338
1,Mhvs.iv.3
1,Mhbv.23
1,DN.ii.116
1,Mhbv.150
1,SN.ii.494
1,Vv.84#31
1,Mhbv.22
1,Dhp-a.iv.219
1,Sdhp.135
1,Vin.i.328
1,Vin.i.341
1,Dhp-a.iv.74
1,Vism.606
1,Vin.ii.144
1,MN.i.406
1,Pgdp.68
1,Sāsv.4
1,Sāsv.44
1,Thag.506
1,Kv.45
1,AN.iv.30
1,Ja.iii.197
1,Thig.213
1,SN.iv.346
1,SN.iii.265
1,Vv.50#19
1,Thag.212
1,Dpvs.xvi.19
1,SN.iii.273
1,Mhvs.20#10
1,Mhvs.37#81
1,Thag-a.219
1,Cnd.235#1d
1,Pts.ii.87
1,Vin.i.99
1,Dhs.202
1,Pts.i.149
1,Dhs-a.186
1,Dhs-a.413
1,Cnd.466#8
1,Anvs.44
1,Ja.iii.513
1,DN.ii.263
1,MN.ii.163
1,Dhs-a.280
1,Mhvs.30#14
1,Dhp-a.iii.239
1,Vin.i.371.
1,Mhbv.15
1,Mhvs.22#11
1,Vv.52#15
1,Mhvs.i.164
1,Dpvs.xii.3
1,Dhp-a.iv.128
1,Dhs-a.60
1,Mhvs.37#34
1,Vin.ii.273
1,Ja.vi.338
1,Thig.65
1,Thig.189
1,Cnd.202
1,Dhs.1214
1,Snp.161
1,Dhp.215
1,Cnd.p.62
1,Vv.i.1#1
1,Mhvs.iii.18
1,Mhvs.iii.467
1,Dhp-a.ii.156
1,Ja.v.504
1,MN.iii.155
1,Ja.vi.159
1,DN-a.120
1,Pts.1
1,Pts.84
1,Pts.85
1,Pts.101
1,Vism.574
1,Dhs.414
1,Dhs.1096
1,Thag.971
1,Thag.671
1,Thag.992
