number_of_occurence, full_citation
15,SN.i.47
15,SN.v.162
15,Mil.382
15,DN.iii.273
15,AN.i.8
15,AN.i.112
15,Ja.v.116
15,DN.iii.183
15,Dhp-a.iv.70
15,SN.iv.185
15,Vin.ii.294
15,AN.i.243
15,AN.v.263
15,Dhp-a.ii.41
15,MN.i.500
15,Pv.iii.3#5
15,AN.v.15
15,Dhp-a.i.390
15,Mil.303
15,Ja.v.75
15,Mil.26
15,Ja.iii.484
15,Mil.36
15,SN.ii.281
15,Vin.i.200
15,Vv-a.103
15,Ja.i.166
15,Snp.153
15,Snp.970
15,Dhp.154
15,AN.i.63
15,Snp.1134
15,Mil.225
15,Ja.i.147
15,MN.i.56
15,Dhp-a.i.21
15,AN.iv.13
15,DN.i.187
15,SN.ii.21
15,SN.i.4
15,Ne.191
15,Ja.i.14
15,Vin.iii.105
15,Mil.291
15,Ja.v.39
15,Pv-a.196
15,Vin.i.196
15,Ja.i.390
15,Cnd.604
15,Vv-a.315
15,DN.i.223
15,Ja.iv.141
15,Pv-a.36
15,Kp-a.236
15,SN.iv.94
15,DN.i.186
15,AN.i.150
15,MN.i.341
15,Ja.iv.1
15,Dhp-a.i.398
15,Snp.487
15,DN-a.i.143
15,Vv-a.305
15,AN.v.72
15,SN.ii.278
15,Iti.19
15,DN.iii.255
15,Mil.388
15,Pv-a.207
15,Dhp.185
15,Ja.v.393
15,SN.i.116
15,Dhs.277
15,AN.v.156
15,MN.i.520
15,Ja.i.126
15,Ja.v.40
15,SN.i.46
15,Dhp-a.i.69
15,Mil.210
15,SN.iv.312
15,MN.i.306
15,DN-a.i.218
15,Mil.252
15,SN.i.178
15,SN.i.182
15,Mil.63
15,SN.i.111
15,Vin.ii.5
15,Vin.ii.32
15,Mil.214
15,Ja.iii.396
15,Ja.v.99
15,AN.i.170
15,Ja.i.226
15,Iti.27
15,Pv-a.191
15,SN.i.79
15,Vv-a.163
15,SN.i.14
15,Vin.i.269
15,Iti.112
15,Vb.12
15,Mil.377
15,Snp.1102
15,DN.i.126
15,DN.iii.182
15,DN.i.82
15,Snp.231
15,DN.iii.223
15,SN.iv.125
15,Iti.21
15,AN.ii.50
15,AN.iii.86
15,Pp.43
15,SN.v.44
15,DN.iii.235
15,DN.ii.261
15,Vin.iii.15
15,Pp.29
15,Snp.1097
15,Thag-a.211
15,AN.iii.34
15,Ne.112
15,SN.ii.82
15,MN.i.171
15,Snp.220
15,Dhp-a.iii.207
15,Mil.272
15,Pv.i.10#13
15,Vin.ii.169
15,AN.v.10
15,AN.iv.394
15,DN.i.163
15,SN.i.225
15,Vin.i.230
15,Pp.11
15,Vin.ii.216
15,DN-a.i.274
15,MN.i.93
15,SN.i.62
15,DN.iii.283
15,DN.iii.218
15,Snp.303
15,Vin.iv.261
15,Vv-a.212
15,Mil.201
15,DN.i.94
15,SN.v.261
15,Snp.462
15,DN.iii.238
15,Ja.v.90
15,Pv-a.160
15,Pv-a.278
15,Vism.450
15,AN.i.32
15,Mil.341
15,Vin.ii.149
15,Vb.325
15,Ja.i.230
15,Ja.iv.29
15,Mil.245
15,Dhp-a.i.126
15,Vv-a.33
15,AN.iii.245
15,Vism.142
15,Dhs.646
15,AN.ii.40
15,Vin.i.97
15,Iti.123
15,SN.ii.264
15,Thag-a.255
15,Vin.iv.279
15,DN.ii.293
15,Ja.i.346
15,Ja.iii.437
15,Thag-a.243
15,Ja.v.214
15,Pv-a.268
15,Vism.143
15,AN.ii.80
15,Ja.ii.404
15,DN-a.i.168
15,Dhp-a.i.396
15,AN.ii.198
15,AN.iv.186
15,Ja.i.129
15,Vism.343
15,Ja.iv.361
15,Vb.208
15,Ja.i.345
15,DN.i.250
15,MN.i.49
15,Dhp.148
15,AN.iv.169
15,Ja.iii.275
15,Vism.132
15,Dhp-a.i.395
15,SN.i.133
15,SN.i.155
14,DN.i.117
14,Ja.iii.530
14,Pv-a.277
14,Ja.ii.91
14,Vin.iii.180
14,Iti.53
14,Thag-a.259
14,Ja.iv.402
14,AN.iv.231
14,AN.v.88
14,Vin.i.272
14,DN.iii.145
14,Snp.233
14,Vin.i.290
14,Ja.v.293
14,AN.iv.41
14,Vin.i.139
14,Vin.i.71
14,Ja.i.125
14,SN.iii.189
14,Ja.v.458
14,Mil.180
14,Ja.v.233
14,AN.iii.375
14,Ja.vi.180
14,Dhp-a.i.52
14,Mil.149
14,Ja.iv.306
14,DN.ii.155
14,DN.i.2
14,DN.i.206
14,DN.ii.8
14,SN.i.127
14,Snp-a.317
14,Snp.388
14,AN.ii.70
14,Pv-a.149
14,DN.i.235
14,SN.iii.225
14,AN.v.173
14,Ja.iii.220
14,Thag-a.271
14,Vin.ii.204
14,DN.ii.211
14,AN.i.144
14,AN.ii.116
14,AN.iii.163
14,SN.i.206
14,Pv-a.206
14,Vb.244
14,Vb.247
14,Vin.iii.3
14,Ja.iii.260
14,Pv-a.159
14,Ja.vi.211
14,Iti.57
14,MN.i.32
14,DN.i.108
14,Snp.679
14,SN.i.74
14,Snp.333
14,Dhp-a.ii.75
14,SN.i.71
14,Snp.284
14,SN.iv.330
14,AN.i.279
14,SN.iv.339
14,Snp.45
14,Snp.995
14,Dhp-a.i.89
14,Iti.79
14,Dhp-a.ii.82
14,Pp.37
14,SN.i.140
14,Snp.385
14,AN.i.98
14,Ja.i.175
14,DN.i.174
14,DN.iii.82
14,DN-a.i.287
14,DN.i.229
14,Iti.20
14,Mil.215
14,Mil.189
14,AN.v.65
14,Mil.274
14,Pv-a.134
14,MN.iii.25
14,MN.i.460
14,Ja.i.117
14,DN.ii.68
14,Ja.iv.11
14,Vv-a.337
14,SN.ii.178
14,SN.iii.149
14,DN.iii.107
14,Ja.v.121
14,Vv-a.335
14,AN.iii.352
14,Ja.v.96
14,DN.iii.148
14,Pv.i.3#3
14,Ja.iii.280
14,SN.i.25
14,Iti.91
14,SN.i.104
14,SN.iv.190
14,Snp.18
14,Iti.42
14,Iti.81
14,Ja.v.339
14,Dhp-a.ii.38
14,DN.i.240
14,DN.i.226
14,Vv-a.321
14,Pv-a.201
14,Dhp-a.iii.172
14,Ja.v.445
14,Ne.14
14,MN.i.142
14,MN.i.108
14,Snp.1043
14,DN-a.i.282
14,DN.iii.143
14,Snp.343
14,DN.iii.45
14,Dhp-a.i.80
14,Vv-a.155
14,DN-a.i.110
14,Dhp-a.i.50
14,AN.i.128
14,SN.i.39
14,Dhp.1
14,Ja.vi.375
14,Ja.iv.308
14,DN-a.i.254
14,Mil.259
14,SN.iii.143
14,SN.iv.111
14,Snp.38
14,DN.iii.70
14,Pv.ii.1#13
14,Snp.507
14,SN.iv.289
14,Mil.262
14,SN.i.40
14,Snp.681
14,Vin.i.342
14,Ja.i.29
14,Iti.117
14,Vv-a.38
14,SN.i.54
14,Pv-a.271
14,DN-a.i.211
14,SN.iv.322
14,AN.ii.149
14,SN.iv.331
14,SN.i.32
14,DN-a.i.120
14,Vin.iii.4
14,Vv-a.79
14,SN.ii.284
14,Vin.iii.73
14,Mil.258
14,Mil.134
14,Ja.i.399
14,AN.i.45
14,Cnd.540
14,Dhs.629
14,Ja.iv.281
14,Snp.185
14,Pv-a.284
14,Snp-a.479
14,Ja.iv.492
14,Dhp-a.i.8
14,DN.iii.277
14,AN.i.205
14,MN.i.135
14,Vv-a.96
14,AN.i.130
14,Pp.65
14,Ja.ii.197
14,Snp-a.397
14,AN.i.223
14,Ja.v.448
14,Iti.77
14,Iti.113
14,Ja.i.84
14,Vism.345
14,Snp.665
14,Ne.126
14,Ja.i.420
14,DN.i.175
14,DN.iii.247
14,Ja.i.239
14,Ne.77
14,MN.i.354
14,Ja.i.439
14,Vin.ii.142
14,Dhp-a.iv.111
14,Ja.i.295
14,Vin.ii.130
14,Vism.3
14,SN.iii.73
14,Vin.ii.193
14,Mil.332
14,Vb.137
14,DN.ii.259
14,Vism.26
14,AN.ii.187
14,Mil.17
14,Dhp-a.i.319
14,Ja.iii.389
14,Vism.205
14,Mil.243
14,DN.ii.287
14,AN.i.35
14,Vv-a.43
14,Vv-a.349
14,Vism.210
14,Vin.ii.163
14,Vism.344
14,Vism.219
14,Vv-a.5
14,DN-a.i.90
14,Vb.71
14,MN.i.453
14,AN.i.210
14,Vism.27
14,Ja.v.389
14,Vin.ii.278
14,Pv-a.256
14,Dhs.1116
14,Ja.ii.443
14,Mil.295
14,DN.i.92
14,SN.i.27
14,Vin.i.186
14,DN-a.i.45
14,Dhp-a.i.28
14,Mil.240
14,Dhs.20
14,Vism.512
14,SN.i.168
14,Ja.iii.144
14,DN-a.i.121
14,Dhp-a.i.367
14,Pv-a.72
14,Ja.i.347
14,AN.ii.174
14,Vism.63
14,Mil.310
14,Ja.v.216
14,SN.i.66
14,Ja.vi.277
14,Snp.328
14,Dhs-a.397
14,DN.iii.288
14,Dhp-a.i.394
14,Vism.416
14,Ja.v.205
14,Pv.ii.9#7
14,Pv.i.11#2
14,Vism.427
14,Snp.386
14,Pv-a.126
14,Ja.i.176
14,Vin.i.38
14,Mil.224
14,AN.i.227
14,Vism.17
14,Mil.278
14,Vism.194
13,AN.i.61
13,Mil.354
13,Vin.iv.214
13,Mil.367
13,AN.i.284
13,AN.iv.423
13,Snp-a.23
13,Snp-a.321
13,Snp.997
13,DN-a.i.194
13,Ja.i.208
13,SN.i.94
13,Ja.iii.392
13,AN.v.109
13,DN.iii.30
13,Ja.ii.155
13,Vin.ii.167
13,DN.iii.225
13,Vv-a.20
13,Ja.ii.44
13,Ja.iii.185
13,Iti.92
13,Vin.iv.226
13,Ja.iv.366
13,Dhp.326
13,Ja.iii.431
13,DN.i.120
13,DN-a.i.313
13,Thag-a.288
13,SN.i.135
13,Ja.i.421
13,DN-a.i.261
13,MN.i.74
13,Ja.iv.378
13,Snp.1040
13,Pv-a.266
13,Snp.1074
13,AN.iii.101
13,DN.i.127
13,MN.i.134
13,Pv-a.282
13,AN.ii.113
13,AN.v.206
13,AN.ii.86
13,SN.iii.47
13,Ja.ii.59
13,AN.iv.280
13,Mil.275
13,Vin.ii.78
13,Vin.i.6
13,Ja.v.91
13,AN.iii.57
13,Thag-a.284
13,Ja.vi.213
13,Ja.iii.12
13,DN.i.118
13,Ja.i.54
13,Vv-a.24
13,Snp.1052
13,Cnd.199
13,DN.i.57
13,Vin.i.60
13,Ja.ii.415
13,AN.iv.461
13,Ja.i.33
13,DN.i.36
13,Mil.133
13,Ne.54
13,SN.i.106
13,AN.iii.41
13,Snp.240
13,Vin.i.140
13,Ja.i.483
13,SN.i.189
13,Ja.i.70
13,Dhp-a.i.387
13,Pv.i.11#5
13,Vin.i.107
13,Ja.iv.159
13,Pv.ii.8#2
13,Ja.ii.53
13,Vin.i.70
13,Snp.1133
13,Ja.i.280
13,Ja.i.98
13,SN.i.5
13,SN.ii.26
13,Snp.790
13,DN.i.185
13,AN.iii.337
13,AN.iii.181
13,Vin.i.14
13,Vin.i.13
13,MN.i.114
13,MN.i.111
13,SN.i.102
13,Pv.ii.6#1
13,AN.i.60
13,Dhp-a.ii.95
13,Cnd.420
13,DN-a.i.276
13,Ja.vi.369
13,DN.iii.241
13,AN.iii.21
13,SN.i.30
13,Snp.325
13,Snp.354
13,Ja.v.465
13,Dhp.387
13,DN.i.139
13,Ja.i.137
13,AN.ii.66
13,Ja.iii.95
13,Ja.v.397
13,AN.ii.239
13,AN.v.71
13,Ja.v.427
13,SN.iii.10
13,AN.v.17
13,SN.iv.70
13,Pv.i.12#3
13,Snp.p.140
13,Ja.iv.352
13,Dhp.141
13,Iti.66
13,AN.i.212
13,DN-a.i.106
13,SN.i.203
13,Dhp-a.ii.3
13,Mil.198
13,AN.iii.325
13,AN.iii.393
13,Ne.79
13,MN.i.469
13,Vism.18
13,Snp-a.393
13,DN.ii.83
13,MN.i.360
13,DN-a.i.40
13,Dhs.1061
13,MN.i.385
13,Vv-a.4
13,MN.i.147
13,Pts.i.130
13,AN.ii.191
13,AN.ii.97
13,Iti.115
13,Mil.238
13,Mnd.109
13,DN.iii.262
13,Iti.85
13,Dhp.127
13,Ja.vi.278
13,Ja.v.4
13,Ja.i.342
13,Vin.iii.21
13,SN.iv.351
13,MN.i.96
13,SN.ii.219
13,Vin.ii.175
13,Mil.232
13,SN.i.77
13,Mil.14
13,Ja.i.326
13,Mil.373
13,SN.iv.78
13,Iti.56
13,Mil.65
13,Ja.i.197
13,AN.iii.84
13,Ja.v.295
13,Vism.362
13,Ja.vi.272
13,SN.iii.59
13,AN.iii.17
13,Vv-a.207
13,SN.i.194
13,MN.i.214
13,Ja.vi.559
13,SN.ii.101
13,Pts.i.176
13,Vv-a.105
13,SN.i.18
13,Vin.i.294
13,Ja.v.222
13,Vv-a.169
13,AN.i.48
13,Vv-a.316
13,Ja.iv.92
13,DN.iii.189
13,Ja.i.4
13,SN.v.8
13,Dhs-a.319
13,AN.iii.349
13,Ja.i.174
13,Ja.i.340
13,DN.ii.93
13,DN.iii.83
13,MN.i.17
13,MN.i.7
13,AN.i.81
13,Kp-a.151
13,Ja.v.403
13,Ja.i.225
13,Ja.vi.503
13,DN-a.i.37
13,DN.iii.274
13,Vin.i.305
13,SN.i.60
13,DN.i.247
13,SN.v.66
13,Iti.52
13,Snp.689
13,MN.i.57
13,Vin.iii.24
13,Dhp-a.iv.4
13,Pv.i.11#1
13,Mil.254
13,SN.i.159
13,SN.i.129
13,AN.v.289
13,Vv-a.100
13,Ja.iv.220
13,Dhp-a.i.29
13,AN.iii.78
13,Ja.vi.270
13,Ja.ii.274
13,Ja.i.118
13,Vv-a.3
13,Vin.ii.95
13,Ja.i.69
13,Vism.306
13,Vin.ii.222
13,SN.ii.266
13,Vin.ii.271
13,SN.v.357
13,Vism.241
13,DN.i.148
13,SN.iii.54
13,AN.ii.71
13,Cnd.505
13,Vin.i.185
13,Vism.310
13,AN.i.155
13,Snp.972
13,Snp.257
13,Vism.23
13,Dhp-a.i.26
13,Ja.vi.578
13,Ja.v.296
13,SN.i.42
13,Snp.84
13,Mil.35
13,Ja.i.377
13,Vv-a.47
13,Ne.31
13,SN.iii.96
13,Pv.i.5#7
13,Dhs.633
13,Snp.77
13,Vv-a.35
13,Vism.62
13,Ne.7
13,MN.i.83
13,Snp.350
13,AN.ii.57
13,Thag-a.69
13,AN.i.36
13,Thag-a.242
13,Ja.i.76
13,Vism.254
13,MN.i.271
13,AN.iv.237
13,MN.i.36
13,Ja.i.107
13,AN.i.51
13,AN.v.123
13,DN.i.20
13,DN.ii.76
13,Mil.337
13,Vism.134
13,Snp.209
13,Snp.1
13,Ja.vi.185
13,Ja.iii.148
13,Ja.iii.99
13,Mil.414
13,AN.ii.29
13,Ja.vi.580
13,Dhp-a.i.399
13,DN.i.193
13,MN.iii.169
13,AN.iii.108
13,Ja.iii.282
13,Dhp-a.i.25
13,Ja.ii.334
13,DN-a.i.75
13,Ja.v.42
13,SN.i.98
13,Ja.vi.349
13,Ja.ii.114
13,DN-a.i.207
13,Mil.131
13,Kp-a.118
13,Vism.263
13,Dhp-a.i.48
13,Ja.iv.362
13,Ja.i.219
13,Mil.378
13,DN.iii.96
13,AN.iii.417
13,Mhvs.68
13,Vism.392
13,Dhp-a.ii.19
13,Vism.353
13,Mil.390
13,Vism.376
13,Mil.408
13,Cnd.576
13,MN.i.244
13,MN.i.30
13,Ja.i.356
13,Dhp-a.ii.4
13,Ja.iii.493
12,Ja.vi.328
12,Vv-a.307
12,DN-a.i.288
12,Snp.702
12,Dhp-a.ii.61
12,Snp-a.467
12,SN.iv.177
12,AN.v.171
12,Mil.114
12,AN.i.202
12,SN.iii.66
12,MN.i.383
12,Mil.334
12,Vv-a.237
12,DN.iii.164
12,SN.i.161
12,Iti.87
12,Vin.iii.39
12,Snp.684
12,DN-a.i.81
12,Ja.i.123
12,SN.iv.399
12,Ja.vi.100
12,Snp-a.291
12,Ja.iv.396
12,Ja.v.100
12,DN.ii.20
12,Vv-a.134
12,Snp.622
12,Snp.396
12,Ja.vi.206
12,Pv.iii.5#2
12,Ja.v.207
12,Ja.iv.58
12,Iti.95
12,Vin.iv.224
12,Snp.1086
12,AN.iv.282
12,Vin.i.289
12,AN.ii.15
12,AN.iv.198
12,Iti.47
12,DN-a.i.94
12,Ja.iii.425
12,SN.v.263
12,Iti.39
12,Iti.109
12,SN.ii.270
12,SN.ii.194
12,Snp-a.192
12,Dhp-a.iv.3
12,Snp.242
12,Vin.ii.200
12,DN.ii.58
12,AN.i.66
12,AN.ii.11
12,AN.i.123
12,DN.iii.5
12,Dhp.252
12,Snp.65
12,DN-a.i.209
12,Mil.140
12,Snp.401
12,Vin.i.288
12,Mil.396
12,Snp.437
12,Vin.i.281
12,Ja.i.49
12,Vin.i.243
12,Ja.i.468
12,AN.ii.22
12,Dhs.1343
12,SN.iv.157
12,Ja.v.255
12,Pv-a.37
12,Iti.51
12,Vin.ii.284
12,Ja.v.424
12,AN.iii.45
12,AN.i.206
12,Ja.vi.449
12,DN.i.178
12,Snp.244
12,Ja.vi.457
12,Dhp.74
12,Ja.v.472
12,Snp.683
12,Ja.v.452
12,DN.i.19
12,Ja.v.94
12,SN.ii.58
12,DN.iii.100
12,Ja.i.46
12,Snp.666
12,MN.i.233
12,SN.iii.120
12,SN.iv.307
12,Vv-a.149
12,Vin.iii.149
12,Dhp-a.ii.69
12,AN.i.134
12,Mil.325
12,AN.ii.46
12,AN.ii.230
12,SN.ii.202
12,AN.iii.219
12,Snp.1057
12,DN-a.i.141
12,DN-a.i.222
12,Dhp-a.iii.238
12,Mil.281
12,Ja.v.117
12,AN.iii.33
12,Ja.i.374
12,Mil.358
12,Snp.p.87
12,MN.i.243
12,Ja.v.103
12,Vin.i.28
12,DN.ii.128
12,Vv-a.336
12,Ja.iv.241
12,Kp-a.248
12,Dhp-a.i.148
12,Snp.664
12,Ja.v.63
12,SN.iii.168
12,Dhp-a.i.41
12,Dhp.126
12,Iti.28
12,SN.i.82
12,Pv.ii.1#6
12,AN.iii.49
12,Ja.i.157
12,DN.i.238
12,Snp.769
12,SN.ii.11
12,Ja.vi.252
12,DN.i.16
12,MN.i.68
12,Dhp-a.ii.55
12,Ja.iii.318
12,AN.iv.300
12,Dhp-a.iv.93
12,SN.ii.18
12,Mil.372
12,Vv-a.275
12,Vism.244
12,AN.iii.43
12,Vv-a.260
12,SN.v.67
12,Snp.211
12,Snp.728
12,Vb.193
12,Dhp-a.i.6
12,SN.i.146
12,DN.i.99
12,Mil.231
12,DN-a.i.297
12,SN.iv.210
12,Vin.iii.43
12,SN.iv.41
12,AN.iv.70
12,AN.iv.10
12,AN.i.283
12,Pp.48
12,Iti.97
12,AN.i.207
12,AN.iii.285
12,DN-a.i.257
12,SN.v.197
12,Vin.i.74
12,Snp.1101
12,SN.i.176
12,Vin.ii.211
12,AN.i.233
12,SN.ii.226
12,Pv-a.173
12,Iti.101
12,SN.i.180
12,Dhp-a.ii.49
12,Thag-a.258
12,Pv-a.228
12,SN.i.114
12,Mil.34
12,Vin.ii.259
12,Vb.106
12,Thag-a.72
12,Mil.46
12,SN.i.28
12,Ja.iii.51
12,Vin.i.35
12,Vin.iii.151
12,Mil.106
12,MN.i.337
12,Ja.iv.299
12,Dhs-a.365
12,SN.iii.132
12,Dhp.345
12,Vin.iii.90
12,SN.iii.87
12,Vv-a.334
12,Pp.39
12,Ja.i.242
12,AN.v.253
12,DN.iii.159
12,Ja.ii.277
12,Ja.v.418
12,Pv.ii.1#20
12,Snp-a.476
12,Snp.348
12,MN.i.119
12,Snp.p.103
12,MN.i.143
12,Snp.831
12,SN.i.173
12,DN.iii.251
12,MN.i.34
12,DN.iii.58
12,SN.ii.118
12,Vism.231
12,Ja.i.330
12,Dhp-a.iii.194
12,Snp.783
12,Dhs.381
12,AN.iii.311
12,Ja.iv.18
12,Ja.vi.589
12,Pv-a.150
12,Vin.ii.119
12,Vv-a.85
12,Snp.52
12,DN-a.i.250
12,SN.ii.280
12,Ja.vi.259
12,DN.i.14
12,Snp.381
12,Vism.72
12,Mil.53
12,Vv-a.23
12,SN.iv.86
12,Vin.i.168
12,Ja.iv.285
12,AN.iii.19
12,Pv-a.146
12,Dhp-a.ii.6
12,Ja.vi.3
12,Dhp-a.ii.51
12,SN.i.183
12,Vin.i.157
12,DN-a.i.263
12,Ja.iv.20
12,Dhp.28
12,DN-a.i.139
12,Ja.iv.101
12,Snp.108
12,Mil.221
12,Ja.i.193
12,Ja.i.78
12,AN.iv.97
12,Vin.i.62
12,Pts.ii.176
12,Vin.iii.6
12,Dhp-a.i.7
12,Mil.85
12,Vism.271
12,Vin.i.44
12,Ja.vi.358
12,Vin.i.292
12,MN.iii.163
12,Dhp-a.i.253
12,Snp-a.155
12,Mil.196
12,Snp.927
12,SN.i.96
12,Snp.400
12,MN.i.12
12,Snp.50
12,DN.ii.85
12,Snp.121
12,Pp.34
12,Vism.111
12,DN.iii.132
12,AN.i.87
12,Mnd.226
12,Mil.298
12,Vv-a.232
12,Ja.iv.132
12,Vism.351
12,AN.iii.94
12,Vism.41
12,Snp.241
12,Dhs.625
12,MN.i.225
12,Ja.vi.281
12,AN.i.173
12,SN.ii.24
12,Ja.ii.33
12,Pv-a.210
12,Dhp-a.i.288
12,Ja.i.304
12,AN.ii.78
12,Vism.74
12,Ja.vi.488
12,Vism.208
12,Ne.113
12,Ja.iv.188
12,Dhs.1122
12,Vv-a.109
12,DN.iii.258
12,Dhs.1004
12,DN.iii.78
12,Ne.21
12,Vin.i.76
12,Vism.341
12,Dhs.58
12,Snp.83
12,Dhp.334
12,Ne.18
12,Pts.ii.174
12,Ja.iv.256
12,Ja.v.72
12,Vin.iii.139
12,Vin.i.180
12,SN.iv.112
12,SN.v.217
12,AN.iii.404
12,AN.v.203
12,Ja.i.506
12,Mil.248
12,Ja.vi.456
12,DN-a.i.148
12,MN.i.128
12,Vin.ii.276
12,Ja.i.75
12,Vin.iv.266
12,SN.iv.83
12,Mil.241
12,Ja.v.383
12,Ja.i.339
12,Vv-a.256
12,Vism.107
12,Ja.i.183
12,Vism.60
12,Ja.i.392
12,AN.iv.137
12,Vism.313
12,Mil.236
12,Ne.190
12,Vv-a.304
12,AN.i.3
12,Pv.i.11#10
12,Vin.ii.174
12,Ja.ii.405
12,Vv-a.160
12,DN-a.i.294
12,Ja.i.26
12,Ja.iv.131
12,Vin.i.216
12,Ja.v.270
12,Vv-a.95
12,SN.i.6
12,Ja.iii.45
12,Ja.i.97
12,Dhs-a.167
12,Mil.92
12,DN-a.i.237
12,DN.iii.222
12,Snp.404
12,SN.v.351
12,Mil.379
12,Vv-a.139
12,Vism.58
12,Vism.185
12,SN.ii.88
12,Ja.iv.140
12,Mil.187
12,Snp.p.13
12,Vism.342
12,Snp.309
12,Ne.1
12,Snp-a.322
12,Vin.ii.159
12,AN.v.149
12,Dhs.597
12,MN.i.101
12,Ja.iv.395
12,Ja.ii.106
12,Ja.v.260
12,Vv-a.222
12,Ja.i.335
12,AN.i.102
12,Dhp-a.i.174
12,Dhp.371
12,Vv-a.348
12,Vv-a.206
12,Ne.161
12,Ja.iii.147
12,SN.v.97
12,Vism.121
12,Snp.675
12,Vism.32
12,Vism.257
12,Snp.221
12,Vin.iv.285
12,DN.iii.93
12,Mil.107
12,Snp.28
12,Ja.iii.538
12,Dhp.325
12,Dhs-a.324
12,Vin.iii.259
12,Ja.vi.510
12,Vism.11
12,Vism.250
12,Vism.419
12,Ja.iii.353
12,Dhp-a.i.164
12,MN.iii.90
12,Vism.2
12,Mhvs.44
11,Vv-a.311
11,Ja.iv.440
11,Mil.151
11,SN.iv.206
11,Thag-a.256
11,AN.iii.252
11,Mil.27
11,Vin.iv.213
11,Vv-a.351
11,AN.i.72
11,Dhp.352
11,AN.iii.223
11,AN.v.265
11,Mil.316
11,Dhp-a.ii.26
11,Dhp-a.i.11
11,AN.ii.18
11,Mil.121
11,Mil.319
11,SN.iv.186
11,AN.iv.392
11,AN.iv.437
11,Ja.vi.71
11,AN.i.136
11,AN.i.199
11,Snp.670
11,Ja.iii.320
11,Snp-a.456
11,Ja.vi.209
11,Ja.i.124
11,SN.i.233
11,Ja.ii.185
11,Ja.vi.331
11,Vin.iii.119
11,AN.i.115
11,Vin.i.191
11,Vv-a.142
11,Vin.iii.34
11,SN.iii.13
11,Vb.358
11,Vin.iv.263
11,Ja.iv.46
11,Snp.966
11,DN-a.i.43
11,Ja.iv.45
11,Snp.75
11,Mhvs.64
11,DN-a.i.235
11,Ja.iii.263
11,Vb.359
11,DN-a.i.183
11,AN.v.61
11,DN.ii.107
11,AN.iv.312
11,AN.iii.400
11,SN.v.96
11,Ja.v.382
11,Thag-a.285
11,Ja.ii.293
11,Ja.vi.207
11,MN.i.109
11,Dhs-a.363
11,MN.i.266
11,Snp.352
11,Mil.217
11,Snp.189
11,Snp.663
11,SN.i.29
11,AN.iii.66
11,Iti.11
11,SN.iii.91
11,DN-a.i.111
11,SN.ii.221
11,AN.iii.143
11,Snp.239
11,Thag-a.270
11,MN.i.463
11,Pv-a.285
11,Dhp-a.ii.43
11,Snp.289
11,Snp.311
11,Ja.v.409
11,Snp.402
11,SN.i.112
11,SN.i.220
11,SN.ii.222
11,Ja.iii.218
11,Vin.i.239
11,Vin.ii.146
11,Ja.iv.364
11,Snp.173
11,Vv-a.101
11,Dhp-a.i.70
11,Snp.942
11,Mil.146
11,Mil.154
11,SN.ii.92
11,Ja.iv.134
11,AN.v.226
11,Dhp-a.i.182
11,Dhp.315
11,SN.ii.110
11,AN.ii.21
11,SN.ii.109
11,MN.i.393
11,SN.iii.133
11,DN.iii.113
11,AN.ii.205
11,DN.ii.100
11,Vin.ii.185
11,AN.ii.188
11,Snp-a.374
11,AN.i.157
11,Snp.272
11,DN.iii.233
11,AN.iii.343
11,SN.i.86
11,Snp.331
11,AN.iii.152
11,Snp-a.91
11,Snp-a.333
11,Dhp-a.i.397
11,DN.iii.175
11,Snp.1120
11,Snp.1077
11,Dhp-a.ii.5
11,Ja.i.414
11,DN.ii.2
11,Snp.43
11,Dhp.423
11,Ja.v.107
11,Ja.vi.548
11,MN.i.276
11,Snp.246
11,Ja.v.394
11,Ja.v.437
11,Mil.144
11,AN.i.113
11,AN.v.164
11,Mil.115
11,Thag-a.287
11,Pp.31
11,Ja.i.45
11,AN.ii.148
11,AN.i.256
11,DN.i.176
11,Dhs-a.166
11,MN.i.136
11,Pp.61
11,SN.i.72
11,Pv-a.164
11,Pv-a.281
11,AN.iv.460
11,DN-a.i.275
11,Snp.1071
11,Dhp-a.i.33
11,AN.iv.25
11,Ja.iv.496
11,Mil.155
11,SN.iv.62
11,AN.ii.249
11,Ja.iii.223
11,Mil.292
11,Iti.96
11,Pv-a.257
11,AN.iii.259
11,Ja.ii.126
11,Mil.264
11,Iti.102
11,Snp.86
11,Mil.371
11,MN.i.227
11,Vin.ii.7
11,AN.iii.44
11,Ja.v.271
11,Snp-a.28
11,AN.ii.126
11,Iti.30
11,Vb.145
11,Vin.iv.15
11,Pv.i.5#12
11,Mil.132
11,MN.i.153
11,Ja.iii.443
11,Mil.233
11,AN.iii.249
11,Ja.v.24
11,MN.i.301
11,Ja.ii.98
11,Ja.iv.102
11,Mil.186
11,AN.ii.157
11,AN.iii.443
11,SN.iv.197
11,DN.ii.283
11,Pv-a.187
11,Ja.v.112
11,AN.i.211
11,AN.i.164
11,AN.iii.323
11,AN.i.26
11,Snp.1082
11,SN.v.24
11,Vv.35#4
11,Iti.34
11,Snp-a.347
11,Snp.686
11,Snp.32
11,Pp.71
11,Ja.vi.295
11,Ja.vi.52
11,Snp.478
11,Vin.i.75
11,Vin.iii.66
11,Snp.669
11,DN.i.239
11,Ja.vi.337
11,Snp.924
11,Ja.i.454
11,Ja.i.127
11,AN.iv.376
11,Dhp.2
11,Dhp.71
